date,event,violent_or_natural,cause,deaths_per_day,over_average_estimated_deaths_that_day,daily_average_deaths,estimated_total_deaths_annually,estimated_mortality_rate_for_year,estimated_total_population,source_links
09/19/1863,Chickamauga,violent,War,34624,33762.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
09/17/1862,Antietam,violent,War,22717,21855.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
07/01/1863,Gettysburg,violent,War,17000,16138.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
07/02/1863,Gettysburg,violent,War,17000,16138.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
07/03/1863,Gettysburg,violent,War,17000,16138.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/27/1862,Gaines's Mill,violent,War,14830,13968.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
11/25/1863,Missionary Ridge,violent,War,12491,11629.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
07/22/1864,Atlanta,violent,War,12140,11278.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
04/06/1862,Shiloh,violent,War,11873,11011.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
04/07/1862,Shiloh,violent,War,11873,11011.53912,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/05/1864,The Wilderness,violent,War,9566,8704.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/06/1864,The Wilderness,violent,War,9566,8704.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/07/1864,The Wilderness,violent,War,9566,8704.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
08/29/1862,2nd Bull Run,violent,War,9150,8288.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
08/30/1862,2nd Bull Run,violent,War,9150,8288.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
10/19/1864,Cedar Creek,violent,War,8674,7812.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
09/19/1864,Opequon (3rd Winchester),violent,War,8630,7768.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
11/30/1864,Franklin,violent,War,8578,7716.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
12/31/1862,Stones River Murfreesboro,violent,War,8215,7353.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
01/01/0863,Stones River Murfreesboro,violent,War,8215,7353.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
01/02/1863,Stones River Murfreesboro,violent,War,8215,7353.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
07/01/1862,Malvern Hill,violent,War,7750,6888.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
01/02/1865,3rd Petersburg,violent,War,7750,6888.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
10/08/1862,Perryville,violent,War,7677,6815.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/01/1863,Chancellorsville,violent,War,7625,6763.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/02/1863,Chancellorsville,violent,War,7625,6763.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/03/1863,Chancellorsville,violent,War,7625,6763.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/04/1863,Chancellorsville,violent,War,7625,6763.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/30/1862,Glendale,violent,War,7470,6608.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
9/8/1900,The Great Galveston Hurricane,nonviolent,Natural Disaster,8000,5911.995397,2088.004603,762121.68,0.01,"76,212,168",https://en.wikipedia.org/wiki/1900_Galveston_hurricane
07/20/1864,Peachtree Creek,violent,War,6506,5644.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/16/1863,Champion Hill,violent,War,6297,5435.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/31/1862,Seven Pines,violent,War,5582,4720.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/01/1862,Seven Pines,violent,War,5582,4720.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
07/30/1864,The Crater,violent,War,5289,4427.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
03/25/1865,Fort Stedman,violent,War,5044,4182.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
09/14/1862,South Mountain,violent,War,5010,4148.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
07/21/1861,1st Bull Run,violent,War,4878,4016.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
12/15/1864,Nashville,violent,War,4530,3668.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
12/16/1864,Nashville,violent,War,4530,3668.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/15/1864,2nd Petersburg,violent,War,3846,2984.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/16/1864,2nd Petersburg,violent,War,3846,2984.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/17/1864,2nd Petersburg,violent,War,3846,2984.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/18/1864,2nd Petersburg,violent,War,3846,2984.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
12/11/1862,Fredericksburg,violent,War,3606,2744.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
12/12/1862,Fredericksburg,violent,War,3606,2744.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
12/13/1862,Fredericksburg,violent,War,3606,2744.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
12/14/1862,Fredericksburg,violent,War,3606,2744.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
12/15/1862,Fredericksburg,violent,War,3606,2744.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
10/03/1862,2nd Corinth,violent,War,3376,2514.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
10/04/1862,2nd Corinth,violent,War,3376,2514.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
08/08/1899,1899 San Ciriaco hurricane,nonviolent,Natural Disaster,3800,1711.995397,2088.004603,762121.68,0.01,"76,212,168",https://en.wikipedia.org/wiki/1899_San_Ciriaco_hurricane
05/08/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/09/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/10/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/11/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/12/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/13/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/14/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/15/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/16/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/17/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/18/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/19/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/20/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
05/21/1864,Spotsylvania Court House,violent,War,2391,1529.539123,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
9/18/1928,Okeechobee Hurricane of 1928,nonviolent,Natural Disaster,4112,810.3835616,3301.616438,1205090,0.01,"120,509,000",https://en.wikipedia.org/wiki/1928_Okeechobee_hurricane
4/18/1906,1906 San Francisco Earthquake,nonviolent,Natural Disaster,3000,658.9041096,2341.09589,854500,0.01,"85,450,000",https://en.wikipedia.org/wiki/1906_San_Francisco_earthquake
05/31/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/01/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/02/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/03/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/04/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/05/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/06/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/07/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/08/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/09/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/10/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/11/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
06/12/1864,Cold Harbor,violent,War,1333,471.5391233,861.4608767,314433.22,0.01,31443322,"https://en.wikipedia.org/wiki/List_of_costliest_American_Civil_War_land_battles, https://en.wikipedia.org/wiki/1860_United_States_census"
9/1/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1918
9/2/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1919
9/3/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1920
9/4/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1921
9/5/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1922
9/6/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1923
9/7/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1924
9/8/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1925
9/9/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1926
9/10/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1927
9/11/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1928
9/12/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1929
9/13/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1930
9/14/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1931
9/15/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1932
9/16/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1933
9/17/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1934
9/18/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1935
9/19/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1936
9/20/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1937
9/21/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1938
9/22/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1939
9/23/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1940
9/24/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1941
9/25/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1942
9/26/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1943
9/27/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1944
9/28/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1945
9/29/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1946
9/30/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1947
10/1/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1948
10/2/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1949
10/3/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1950
10/4/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1951
10/5/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1952
10/6/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1953
10/7/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1954
10/8/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1955
10/9/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1956
10/10/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1957
10/11/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1958
10/12/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1959
10/13/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1960
10/14/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1961
10/15/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1962
10/16/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1963
10/17/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1964
10/18/1918,Second Wave 1918 Spanish Flu,nonviolent,Pandemic,2392,-429.9178082,2821.917808,1030000,0.01,103000000,https://en.wikipedia.org/wiki/Spanish_flu#First_wave_of_early_1965
